Local_Timestamp,Unix_Time,Address_IP,Count_Number,Host_Name_Text,Hits_Number
Tue Mar  1 13:04:50 2016,1456833890:,76.84.99.161,4,cpe-76-84-99-161.neb.res.rr.com.,9.548
Tue Mar  1 19:45:55 2016,1456857955:,77.103.95.118,1,cpc1-hari15-2-0-cust885.20-2.cable.virginm.net.,19.027
Wed Mar  2 12:06:33 2016,1456916793:,77.105.12.249,1,77-105-12-249.smin-1.sezampro.rs.,25.423
Tue Mar  1 12:52:09 2016,1456833129:,77.122.212.157,1,dynamic-77-122-212-157.ricona.net.ua.,70.124
Wed Mar  2 01:11:01 2016,1456877461:,77.150.185.86,1,86.185.150.77.rev.sfr.net.,36.241
Wed Mar  2 11:21:19 2016,1456914079:,77.154.202.106,1,106.202.154.77.rev.sfr.net.,69.428
Mon Feb 29 23:49:03 2016,1456786143:,77.154.204.106,1,106.204.154.77.rev.sfr.net.,29.499
Tue Mar  1 14:51:13 2016,1456840273:,77.159.87.236,1,236.87.159.77.rev.sfr.net.,12.365
Wed Mar  2 13:21:27 2016,1456921287:,77.177.164.244,1,x4db1a4f4.dyn.telefonica.de.,12.904
Wed Mar  2 12:13:05 2016,1456917185:,77.182.160.220,1,x4db6a0dc.dyn.telefonica.de.,8.304
Tue Mar  1 23:45:30 2016,1456872330:,77.2.1.225,1,x4d0201e1.dyn.telefonica.de.,38.024
Tue Mar  1 15:33:51 2016,1456842831:,77.21.78.230,1,ip4d154ee6.dynamic.kabel-deutschland.de.,35.19
Tue Mar  1 09:22:27 2016,1456820547:,77.222.13.229,1,adsl-lns3-l3557.crnagora.net.,10.039
Wed Mar  2 11:59:37 2016,1456916377:,77.227.148.120,1,din-120-148-227-77.ipcom.comunitel.net.,27.135
Tue Mar  1 23:05:06 2016,1456869906:,77.231.175.61,1,din-61-175-231-77.ipcom.comunitel.net.,14.347
Tue Mar  1 21:36:53 2016,1456864613:,77.236.184.215,1,-,39.311
Tue Mar  1 07:37:21 2016,1456814241:,77.237.171.132,1,-,8.641
Tue Mar  1 03:25:03 2016,1456799103:,77.238.78.120,1,ip-77.238.78.120.fiber1.bg.,19.769
Mon Feb 29 21:31:09 2016,1456777869:,77.239.0.229,1,cable-77-239-0-229.dynamic.telemach.ba.,11.114
Wed Mar  2 12:42:24 2016,1456918944:,77.242.29.243,1,-,18.293
Wed Mar  2 02:27:23 2016,1456882043:,77.249.99.73,1,dhcp-077-249-099-073.chello.nl.,22.105
Tue Mar  1 14:34:27 2016,1456839267:,77.27.134.166,1,166.134.27.77.dynamic.reverse-mundo-r.com.,40.96
Wed Mar  2 17:30:27 2016,1456936227:,77.28.111.135,1,-,33.67
Tue Mar  1 01:18:11 2016,1456791491:,77.29.112.40,1,-,19.783
Tue Mar  1 16:12:25 2016,1456845145:,77.4.87.176,1,x4d0457b0.dyn.telefonica.de.,11.094
Tue Mar  1 12:15:15 2016,1456830915:,77.43.81.185,1,net77-43-81-185.mclink.it.,26.795
Tue Mar  1 16:02:15 2016,1456844535:,77.47.108.95,1,77.47.108.95.dynamic.cablesurf.de.,65.205
Wed Mar  2 18:03:34 2016,1456938214:,77.54.32.114,1,114.32.54.77.rev.vodafone.pt.,24.503
Mon Feb 29 20:25:48 2016,1456773948:,77.54.76.212,1,212.76.54.77.rev.vodafone.pt.,84.743
Tue Mar  1 15:47:20 2016,1456843640:,77.7.235.245,1,x4d07ebf5.dyn.telefonica.de.,24.185
Wed Mar  2 14:19:49 2016,1456924789:,77.7.9.97,1,x4d070961.dyn.telefonica.de.,24.588
Tue Mar  1 17:47:17 2016,1456850837:,77.70.127.119,1,-,22.037
Wed Mar  2 03:31:50 2016,1456885910:,77.73.109.246,1,-,35.855
Wed Mar  2 03:21:18 2016,1456885278:,77.76.134.136,1,-,31.787
Tue Mar  1 20:38:45 2016,1456861125:,77.85.148.87,1,77-85-148-87.btc-net.bg.,11.914
Wed Mar  2 13:58:04 2016,1456923484:,77.85.40.72,1,77-85-40-72.btc-net.bg.,39.615
Tue Mar  1 06:38:03 2016,1456810683:,77.93.204.232,1,-,29.358
Tue Mar  1 05:20:36 2016,1456806036:,77.95.3.37,1,-,64.257
Mon Feb 29 23:12:02 2016,1456783922:,78.0.96.97,1,78-0-96-97.adsl.net.t-com.hr.,31.098
Tue Mar  1 17:05:42 2016,1456848342:,78.101.67.133,1,-,38.326
Mon Feb 29 22:38:18 2016,1456781898:,78.108.207.0,1,-,23.177
Tue Mar  1 23:49:34 2016,1456872574:,78.111.14.33,1,-,20.979
Wed Mar  2 00:38:39 2016,1456875519:,78.119.123.142,1,142.123.119.78.rev.sfr.net.,28.82
Tue Mar  1 04:26:56 2016,1456802816:,78.126.74.232,1,232.74.126.78.rev.sfr.net.,12.095
Wed Mar  2 12:37:20 2016,1456918640:,78.130.249.106,1,clients-pools.pl.cooolbox.bg.,22.948
Tue Mar  1 15:25:54 2016,1456842354:,78.134.209.74,1,78.134.209.74-dsl.net.metronet.hr.,21.482
Wed Mar  2 00:55:38 2016,1456876538:,78.142.39.243,1,ip-39-243.powernet.bg.,24.8
Wed Mar  2 15:30:25 2016,1456929025:,78.153.240.173,1,-,12.393
Tue Mar  1 15:23:11 2016,1456842191:,78.154.48.19,1,78-154-48-19.aryasat.ir.,22.311
Wed Mar  2 12:06:03 2016,1456916763:,78.155.35.107,1,adsl-new35-l108.crnagora.net.,21.208
Tue Mar  1 19:24:01 2016,1456856641:,78.155.37.2,1,adsl-new37-l3.crnagora.net.,16.471
Tue Mar  1 17:04:36 2016,1456848276:,78.159.140.19,1,client-140-19.speedy-net.bg.,40.167
Tue Mar  1 22:07:25 2016,1456866445:,78.17.17.209,1,sky-78-17-17-209.bas512.cwt.btireland.net.,16.141
Wed Mar  2 11:34:29 2016,1456914869:,78.175.91.3,1,78.175.91.3.dynamic.ttnet.com.tr.,15.719
Tue Mar  1 00:07:56 2016,1456787276:,78.181.101.218,1,78.181.101.218.dynamic.ttnet.com.tr.,31.403
Mon Feb 29 21:34:23 2016,1456778063:,78.186.112.230,1,78.186.112.230.dynamic.ttnet.com.tr.,22.708
Wed Mar  2 11:09:25 2016,1456913365:,78.186.125.68,1,78.186.125.68.dynamic.ttnet.com.tr.,34.292
Tue Mar  1 16:20:50 2016,1456845650:,78.186.241.120,1,78.186.241.120.dynamic.ttnet.com.tr.,35.299
Wed Mar  2 12:40:29 2016,1456918829:,78.186.44.60,1,78.186.44.60.dynamic.ttnet.com.tr.,28.208
Mon Feb 29 19:05:36 2016,1456769136:,78.186.98.151,1,78.186.98.151.dynamic.ttnet.com.tr.,17.632
Tue Mar  1 12:04:07 2016,1456830247:,78.187.109.215,1,78.187.109.215.dynamic.ttnet.com.tr.,36.012
Wed Mar  2 11:45:55 2016,1456915555:,78.187.179.123,1,78.187.179.123.dynamic.ttnet.com.tr.,27.759
Tue Mar  1 10:57:27 2016,1456826247:,78.187.179.180,1,78.187.179.180.dynamic.ttnet.com.tr.,33.677
Wed Mar  2 12:38:53 2016,1456918733:,78.187.193.54,1,78.187.193.54.dynamic.ttnet.com.tr.,28.708
Wed Mar  2 11:02:58 2016,1456912978:,78.187.211.27,1,78.187.211.27.dynamic.ttnet.com.tr.,33.783
Wed Mar  2 17:28:23 2016,1456936103:,78.187.22.127,1,78.187.22.127.dynamic.ttnet.com.tr.,17.011
Tue Mar  1 13:14:21 2016,1456834461:,78.187.30.249,1,78.187.30.249.dynamic.ttnet.com.tr.,30.699
Mon Feb 29 21:05:06 2016,1456776306:,78.188.162.172,1,78.188.162.172.dynamic.ttnet.com.tr.,33.624
Wed Mar  2 15:03:56 2016,1456927436:,78.188.224.129,1,78.188.224.129.dynamic.ttnet.com.tr.,42.682
Wed Mar  2 11:43:53 2016,1456915433:,78.188.226.208,1,78.188.226.208.dynamic.ttnet.com.tr.,28.708
Wed Mar  2 16:37:42 2016,1456933062:,78.188.25.114,1,78.188.25.114.dynamic.ttnet.com.tr.,35.708
Wed Mar  2 12:39:13 2016,1456918753:,78.189.128.124,1,78.189.128.124.dynamic.ttnet.com.tr.,27.699
Tue Mar  1 14:43:53 2016,1456839833:,78.189.14.237,1,78.189.14.237.dynamic.ttnet.com.tr.,31.403
Mon Feb 29 18:54:28 2016,1456768468:,78.189.193.5,1,78.189.193.5.dynamic.ttnet.com.tr.,12.127
Tue Mar  1 11:52:34 2016,1456829554:,78.189.72.117,1,78.189.72.117.dynamic.ttnet.com.tr.,44.526
Tue Mar  1 12:01:25 2016,1456830085:,78.220.114.32,1,tdo33-1-78-220-114-32.fbx.proxad.net.,8.5
Wed Mar  2 13:17:32 2016,1456921052:,78.30.177.193,1,dynamic-78-30-177-193.adsl.eunet.rs.,32.31
Tue Mar  1 21:31:01 2016,1456864261:,78.48.19.239,1,f048019239.adsl.alicedsl.de.,17.032
Tue Mar  1 13:25:48 2016,1456835148:,78.8.10.187,1,dynamic-78-8-10-187.ssp.dialog.net.pl.,26.683
Tue Mar  1 20:14:10 2016,1456859650:,78.8.43.44,1,dynamic-78-8-43-44.ssp.dialog.net.pl.,47.277
Wed Mar  2 14:42:30 2016,1456926150:,78.92.106.156,1,4E5C6A9C.dsl.pool.telekom.hu.,34.6
Tue Mar  1 12:01:19 2016,1456830079:,78.92.66.6,1,4E5C4206.dsl.pool.telekom.hu.,20.805
Wed Mar  2 00:37:34 2016,1456875454:,78.93.73.89,1,-,30.227
Tue Mar  1 00:45:46 2016,1456789546:,78.95.105.193,1,-,54.824
Mon Feb 29 22:49:28 2016,1456782568:,78.95.133.132,1,-,28.338
Tue Mar  1 10:49:06 2016,1456825746:,78.95.221.150,1,-,51.116
Wed Mar  2 14:58:49 2016,1456927129:,79.100.143.107,1,79-100-143-107.btc-net.bg.,24.427
Wed Mar  2 13:20:45 2016,1456921245:,79.100.154.11,1,79-100-154-11.btc-net.bg.,26.514
Tue Mar  1 13:07:34 2016,1456834054:,79.100.97.181,1,79-100-97-181.btc-net.bg.,37.6
Tue Mar  1 15:13:46 2016,1456841626:,79.103.187.67,1,79.103.187.67.dsl.dyn.forthnet.gr.,36.183
Wed Mar  2 11:31:55 2016,1456914715:,79.106.17.199,1,-,15.791
Wed Mar  2 15:46:41 2016,1456930001:,79.106.24.65,1,-,18.77
Wed Mar  2 14:03:33 2016,1456923813:,79.106.25.101,1,-,16.379
Wed Mar  2 14:01:39 2016,1456923699:,79.106.26.135,1,-,16.537
Tue Mar  1 15:58:29 2016,1456844309:,79.115.23.249,1,79-115-23-249.rdsnet.ro.,32.914
Wed Mar  2 14:11:42 2016,1456924302:,79.123.162.66,1,-,30.229
Tue Mar  1 13:53:30 2016,1456836810:,79.125.223.225,1,-,22.141
Tue Mar  1 08:03:42 2016,1456815822:,79.127.10.216,1,-,9.855
Tue Mar  1 22:01:02 2016,1456866062:,79.127.9.191,1,-,24.5
Wed Mar  2 12:53:11 2016,1456919591:,79.132.223.18,1,-,11.925
Tue Mar  1 11:01:01 2016,1456826461:,79.137.227.35,1,-,18.754
Tue Mar  1 19:55:37 2016,1456858537:,79.143.111.138,1,-,9.669
Tue Mar  1 23:57:35 2016,1456873055:,79.158.237.85,1,85.Red-79-158-237.dynamicIP.rima-tde.net.,15.901
Wed Mar  2 12:05:09 2016,1456916709:,79.175.123.213,1,79-175-123-213.adsl-a-3.sezampro.rs.,17.515
Tue Mar  1 22:28:47 2016,1456867727:,79.177.113.144,1,bzq-79-177-113-144.red.bezeqint.net.,28.606
Tue Mar  1 13:23:54 2016,1456835034:,79.177.219.205,1,bzq-79-177-219-205.red.bezeqint.net.,44.742
Tue Mar  1 14:35:28 2016,1456839328:,79.177.50.167,1,bzq-79-177-50-167.red.bezeqint.net.,23.864
Tue Mar  1 19:29:09 2016,1456856949:,79.178.10.124,1,bzq-79-178-10-124.red.bezeqint.net.,28.591
Tue Mar  1 06:31:52 2016,1456810312:,79.178.246.118,1,bzq-79-178-246-118.red.bezeqint.net.,27.048
Tue Mar  1 15:49:57 2016,1456843797:,79.178.71.121,1,bzq-79-178-71-121.red.bezeqint.net.,22.183
Tue Mar  1 15:40:31 2016,1456843231:,79.179.105.184,1,bzq-79-179-105-184.red.bezeqint.net.,34.688
Tue Mar  1 15:21:40 2016,1456842100:,79.179.121.226,1,bzq-79-179-121-226.red.bezeqint.net.,23.864
Tue Mar  1 19:46:50 2016,1456858010:,79.18.105.146,1,host146-105-dynamic.18-79-r.retail.telecomitalia.it.,24.9
Tue Mar  1 13:37:10 2016,1456835830:,79.180.163.161,1,bzq-79-180-163-161.red.bezeqint.net.,27.648
Tue Mar  1 11:37:01 2016,1456828621:,79.181.0.44,1,bzq-79-181-0-44.red.bezeqint.net.,30.342
Wed Mar  2 11:04:00 2016,1456913040:,79.181.128.200,1,bzq-79-181-128-200.red.bezeqint.net.,27.075
Wed Mar  2 04:25:56 2016,1456889156:,79.182.102.10,1,bzq-79-182-102-10.red.bezeqint.net.,68.827
Tue Mar  1 21:36:36 2016,1456864596:,79.183.15.166,1,bzq-79-183-15-166.red.bezeqint.net.,27.048
Tue Mar  1 23:59:47 2016,1456873187:,79.187.69.101,1,hcr101.internetdsl.tpnet.pl.,32.698
Tue Mar  1 13:01:53 2016,1456833713:,79.189.202.125,1,ihu125.internetdsl.tpnet.pl.,48.888
Tue Mar  1 15:46:39 2016,1456843599:,79.190.187.189,1,irg189.internetdsl.tpnet.pl.,49.543
Tue Mar  1 21:28:20 2016,1456864100:,79.193.159.62,1,p4FC19F3E.dip0.t-ipconnect.de.,17.3
Wed Mar  2 15:30:24 2016,1456929024:,79.195.11.159,1,p4FC30B9F.dip0.t-ipconnect.de.,18.931
Wed Mar  2 15:54:48 2016,1456930488:,79.199.34.222,1,p4FC722DE.dip0.t-ipconnect.de.,33.491
Tue Mar  1 20:03:27 2016,1456859007:,79.203.244.68,1,p4FCBF444.dip0.t-ipconnect.de.,8.014
Tue Mar  1 11:00:46 2016,1456826446:,79.204.42.74,1,p4FCC2A4A.dip0.t-ipconnect.de.,8.702
Tue Mar  1 14:17:28 2016,1456838248:,79.218.89.174,1,p4FDA59AE.dip0.t-ipconnect.de.,19.804
Tue Mar  1 17:34:52 2016,1456850092:,79.25.77.27,1,host27-77-dynamic.25-79-r.retail.telecomitalia.it.,22.288
Wed Mar  2 00:07:57 2016,1456873677:,79.30.130.210,1,host210-130-dynamic.30-79-r.retail.telecomitalia.it.,24.9
Tue Mar  1 21:04:32 2016,1456862672:,79.35.244.20,1,host20-244-dynamic.35-79-r.retail.telecomitalia.it.,8.304
Tue Mar  1 12:10:35 2016,1456830635:,79.36.77.215,1,host215-77-dynamic.36-79-r.retail.telecomitalia.it.,34.106
Tue Mar  1 17:36:10 2016,1456850170:,79.40.59.115,1,host115-59-dynamic.40-79-r.retail.telecomitalia.it.,63.373
Wed Mar  2 12:58:14 2016,1456919894:,79.41.55.191,1,host191-55-dynamic.41-79-r.retail.telecomitalia.it.,18.93
Tue Mar  1 13:19:47 2016,1456834787:,79.43.53.31,1,host31-53-dynamic.43-79-r.retail.telecomitalia.it.,32.194
Tue Mar  1 15:34:09 2016,1456842849:,79.45.57.42,1,host42-57-dynamic.45-79-r.retail.telecomitalia.it.,37.387
Mon Feb 29 18:53:07 2016,1456768387:,79.52.6.91,1,host91-6-dynamic.52-79-r.retail.telecomitalia.it.,15.787
Tue Mar  1 21:54:26 2016,1456865666:,79.53.65.114,1,host114-65-dynamic.53-79-r.retail.telecomitalia.it.,32.006
Tue Mar  1 20:06:49 2016,1456859209:,79.64.250.137,1,79-64-250-137.host.pobb.as13285.net.,25.587
Tue Mar  1 14:39:43 2016,1456839583:,79.68.149.88,1,79-68-149-88.dynamic.dsl.as9105.com.,72.116
Tue Mar  1 13:58:05 2016,1456837085:,79.69.136.70,1,79-69-136-70.dynamic.dsl.as9105.com.,40.614
Tue Mar  1 23:55:16 2016,1456872916:,79.74.227.70,1,79-74-227-70.dynamic.dsl.as9105.com.,18.623
Tue Mar  1 12:08:49 2016,1456830529:,79.75.109.169,1,79-75-109-169.dynamic.dsl.as9105.com.,26.357
Tue Mar  1 16:10:13 2016,1456845013:,80.1.190.128,1,cpc19-lewi15-2-0-cust639.2-4.cable.virginm.net.,42.095
Tue Mar  1 10:28:15 2016,1456824495:,80.103.149.199,1,199.pool80-103-149.dynamic.orange.es.,91.523
Tue Mar  1 13:44:02 2016,1456836242:,80.103.62.150,1,150.pool80-103-62.dynamic.orange.es.,53.349
Wed Mar  2 16:33:40 2016,1456932820:,80.106.206.0,1,-,12.284
Wed Mar  2 12:10:45 2016,1456917045:,80.11.127.119,1,LPoitiers-656-1-175-119.w80-11.abo.wanadoo.fr.,27.286
Wed Mar  2 15:32:47 2016,1456929167:,80.110.114.14,1,80-110-114-14.cgn.dynamic.surfer.at.,36.708
Tue Mar  1 14:19:32 2016,1456838372:,80.111.15.1,1,cm-80.111.15.001.ntlworld.ie.,31.796
Wed Mar  2 11:02:10 2016,1456912930:,80.116.164.204,1,host204-164-dynamic.116-80-r.retail.telecomitalia.it.,18.377
Tue Mar  1 11:25:53 2016,1456827953:,80.121.253.174,1,-,7.626
Wed Mar  2 13:53:30 2016,1456923210:,80.128.68.26,1,p5080441A.dip0.t-ipconnect.de.,19.592
Tue Mar  1 15:30:42 2016,1456842642:,80.136.65.6,1,p50884106.dip0.t-ipconnect.de.,14.215
Tue Mar  1 14:09:45 2016,1456837785:,80.14.0.92,1,LStLambert-656-1-182-92.w80-14.abo.wanadoo.fr.,35.689
Tue Mar  1 14:33:18 2016,1456839198:,80.140.105.144,1,p508C6990.dip0.t-ipconnect.de.,19.804
Wed Mar  2 14:11:31 2016,1456924291:,80.15.77.46,1,LPuteaux-656-1-86-46.w80-15.abo.wanadoo.fr.,26.786
Tue Mar  1 13:36:24 2016,1456835784:,80.152.185.226,1,p5098b9e2.dip0.t-ipconnect.de.,38.768
Wed Mar  2 13:40:20 2016,1456922420:,80.156.206.106,2,-,38.006
Tue Mar  1 10:42:49 2016,1456825369:,80.168.112.195,1,-,29.196
Wed Mar  2 01:31:30 2016,1456878690:,80.189.179.73,1,73.179.189.80.dyn.plus.net.,34.906
Tue Mar  1 20:11:36 2016,1456859496:,80.189.243.59,1,59.243.189.80.dyn.plus.net.,35.509
Wed Mar  2 17:06:18 2016,1456934778:,80.191.174.210,1,-,11.025
Wed Mar  2 11:27:34 2016,1456914454:,80.237.185.241,1,ds80-237-185-241.dedicated.hosteurope.de.,11.436
Tue Mar  1 04:39:42 2016,1456803582:,80.240.135.173,1,-,41.543
Tue Mar  1 15:48:27 2016,1456843707:,80.242.55.103,1,-,46.586
Wed Mar  2 05:43:09 2016,1456893789:,80.248.74.19,1,-,46.832
Tue Mar  1 03:20:40 2016,1456798840:,80.248.78.199,1,-,69.866
Tue Mar  1 21:24:34 2016,1456863874:,80.31.141.167,1,-,26
Wed Mar  2 18:01:13 2016,1456938073:,80.48.99.102,1,-,45.718
Tue Mar  1 12:09:33 2016,1456830573:,80.5.26.58,1,cpc4-lutn10-2-0-cust57.9-3.cable.virginm.net.,42.009
Tue Mar  1 13:56:39 2016,1456836999:,80.52.163.17,1,gvj17.internetdsl.tpnet.pl.,32.784
Wed Mar  2 13:01:52 2016,1456920112:,80.53.89.155,1,hl155.internetdsl.tpnet.pl.,14.569
Tue Mar  1 02:39:18 2016,1456796358:,80.55.191.130,1,wj130.internetdsl.tpnet.pl.,23.628
Tue Mar  1 22:17:00 2016,1456867020:,80.66.186.63,1,-,20.979
Wed Mar  2 04:37:46 2016,1456889866:,80.68.127.107,1,80.68.127.107.karlsborgsenergi.se.,41.31
Wed Mar  2 12:13:32 2016,1456917212:,80.74.127.44,1,127.74.80-QoS-user.in-addr.arpa.,23.595
Mon Feb 29 18:54:24 2016,1456768464:,80.78.120.53,2,-,43.865
Mon Feb 29 21:32:46 2016,1456777966:,80.79.155.10,1,-,12.284
Tue Mar  1 12:15:37 2016,1456830937:,80.80.158.50,1,50-158-80-80.filibe.net.,28.721
Mon Feb 29 21:49:57 2016,1456778997:,80.81.28.198,3,-,8.742
Tue Mar  1 14:25:50 2016,1456838750:,80.90.88.214,1,-,8.735
Tue Mar  1 20:09:48 2016,1456859388:,80.98.5.254,1,catv-80-98-5-254.catv.broadband.hu.,31.319
Tue Mar  1 22:26:49 2016,1456867609:,81.12.105.33,1,-,10.714
Wed Mar  2 03:06:40 2016,1456884400:,81.131.247.193,1,host81-131-247-193.range81-131.btcentralplus.com.,26.496
Tue Mar  1 22:08:40 2016,1456866520:,81.132.54.179,1,host81-132-54-179.range81-132.btcentralplus.com.,9.299
Wed Mar  2 13:34:19 2016,1456922059:,81.143.170.18,1,host81-143-170-18.in-addr.btopenworld.com.,12.042
Tue Mar  1 15:18:29 2016,1456841909:,81.154.246.144,1,host81-154-246-144.range81-154.btcentralplus.com.,44.286
Wed Mar  2 09:09:23 2016,1456906163:,81.161.125.213,1,213.125.161.81.local.e-s.tv.,36.783
Wed Mar  2 00:32:35 2016,1456875155:,81.163.37.182,1,-,15.826
Tue Mar  1 01:47:31 2016,1456793251:,81.18.49.53,1,DYN-49-53.ADSL.neobee.net.,82.457
Wed Mar  2 16:21:09 2016,1456932069:,81.18.60.223,1,DYN-60-223.ADSL.neobee.net.,66.08
Tue Mar  1 12:49:44 2016,1456832984:,81.184.38.225,1,81.184.38.225.dyn.user.ono.com.,77.296
Tue Mar  1 11:42:26 2016,1456828946:,81.190.238.30,1,host-81-190-238-30.wroclaw.mm.pl.,22.834
Tue Mar  1 21:17:57 2016,1456863477:,81.191.247.109,1,c6DF7BF51.dhcp.as2116.net.,19.488
Tue Mar  1 12:16:45 2016,1456831005:,81.213.175.55,1,81.213.175.55.dynamic.ttnet.com.tr.,36.521
Tue Mar  1 12:16:29 2016,1456830989:,81.213.206.87,1,81.213.206.87.dynamic.ttnet.com.tr.,44.526
Tue Mar  1 13:14:55 2016,1456834495:,81.213.47.76,1,81.213.47.76.dynamic.ttnet.com.tr.,24.565
Tue Mar  1 13:34:14 2016,1456835654:,81.215.201.16,1,81.215.201.16.dynamic.ttnet.com.tr.,17.81
Wed Mar  2 17:55:00 2016,1456937700:,81.215.204.216,1,81.215.204.216.dynamic.ttnet.com.tr.,17.011
Tue Mar  1 07:51:38 2016,1456815098:,81.215.207.68,1,81.215.207.68.dynamic.ttnet.com.tr.,21.26
Wed Mar  2 11:26:09 2016,1456914369:,81.27.153.76,1,-,25.978
Tue Mar  1 14:26:20 2016,1456838780:,81.39.186.222,1,222.Red-81-39-186.dynamicIP.rima-tde.net.,27.691
Tue Mar  1 13:34:10 2016,1456835650:,81.45.68.12,1,-,15.894
Wed Mar  2 01:55:35 2016,1456880135:,81.62.17.104,1,104.17.62.81.dynamic.wline.res.cust.swisscom.ch.,40.298
Tue Mar  1 14:17:46 2016,1456838266:,81.62.250.52,1,52.250.62.81.dynamic.wline.res.cust.swisscom.ch.,34.869
Tue Mar  1 23:44:21 2016,1456872261:,81.80.224.34,1,-,30.789
Tue Mar  1 21:06:03 2016,1456862763:,81.9.128.196,1,cm-81-9-128-196.telecable.es.,17.853
Tue Mar  1 14:21:47 2016,1456838507:,81.91.159.252,1,-,15.791
Tue Mar  1 22:34:29 2016,1456868069:,82.10.83.94,1,cpc68154-rdng24-2-0-cust861.15-3.cable.virginm.net.,29.1
Tue Mar  1 22:31:12 2016,1456867872:,82.11.206.48,1,cpc90740-finc18-2-0-cust559.4-2.cable.virginm.net.,38.487
Wed Mar  2 14:05:18 2016,1456923918:,82.11.30.147,1,cpc92764-stap14-2-0-cust146.12-2.cable.virginm.net.,38.487
Wed Mar  2 11:52:08 2016,1456915928:,82.114.84.193,1,82.114.84.193.,8.735
Wed Mar  2 17:28:00 2016,1456936080:,82.137.203.125,1,-,17.784
Mon Feb 29 23:09:17 2016,1456783757:,82.140.226.167,1,broadband-82-140-226-167.atc.tvcom.ru.,8.761
Tue Mar  1 07:15:41 2016,1456812941:,82.146.47.23,1,1359.ru.,50.334
Wed Mar  2 07:02:25 2016,1456898545:,82.147.150.152,1,-,9.636
Tue Mar  1 21:54:41 2016,1456865681:,82.150.225.129,5,-,9.623
Tue Mar  1 12:02:48 2016,1456830168:,82.151.150.86,1,86-150.151.82.doruk.net.tr.,29.214
Tue Mar  1 21:46:40 2016,1456865200:,82.154.91.166,1,bl5-91-166.dsl.telepac.pt.,38.487
Mon Feb 29 20:11:26 2016,1456773086:,82.160.23.146,1,82-160-23-146.tktelekom.pl.,34.288
Wed Mar  2 18:10:28 2016,1456938628:,82.165.194.195,8,ns2.ilovebroadband.net.,18.501
Mon Feb 29 22:03:16 2016,1456779796:,82.177.176.100,1,ip-82-177-176-100.unregistered.net.exatel.pl.,30.244
Wed Mar  2 09:03:52 2016,1456905832:,82.178.57.146,1,-,16.895
Wed Mar  2 12:03:53 2016,1456916633:,82.19.27.162,1,cpc91324-watf11-2-0-cust929.15-2.cable.virginm.net.,24.079
Tue Mar  1 03:29:37 2016,1456799377:,82.209.162.235,1,dynamic.1.12.6c9cedc0a00.10c37bcc9e57.cust.bredband2.com.,17.376
Tue Mar  1 18:26:11 2016,1456853171:,82.210.144.187,1,82-210-144-187.home.aster.pl.,29.499
Wed Mar  2 16:07:03 2016,1456931223:,82.210.191.108,1,108-mi2-4.acn.waw.pl.,61.686
Wed Mar  2 16:45:06 2016,1456933506:,82.211.63.162,1,-,25.768
Tue Mar  1 10:59:19 2016,1456826359:,82.212.89.138,1,-,13.185
Tue Mar  1 13:44:22 2016,1456836262:,82.215.173.25,1,host025.pool82-215-173.xdsl-cust.uno.it.,40.769
Wed Mar  2 16:50:07 2016,1456933807:,82.220.38.18,3,111.hosttech.eu.,22.579
Tue Mar  1 20:05:54 2016,1456859154:,82.223.10.83,7,-,15.489
Tue Mar  1 23:43:35 2016,1456872215:,82.223.21.215,1,215.21.223.82.in-addr.arpa.,21.401
Mon Feb 29 20:43:05 2016,1456774985:,82.229.3.152,1,ytr15-1-82-229-3-152.fbx.proxad.net.,56.861
Tue Mar  1 22:54:57 2016,1456869297:,82.250.227.19,1,lns-bzn-35-82-250-227-19.adsl.proxad.net.,17.997
Wed Mar  2 12:55:08 2016,1456919708:,82.32.69.107,1,cpc83447-wolv18-2-0-cust106.16-1.cable.virginm.net.,38.487
Wed Mar  2 03:17:43 2016,1456885063:,82.42.174.70,1,cpc85804-haye24-2-0-cust69.17-4.cable.virginm.net.,14.605
Tue Mar  1 12:21:40 2016,1456831300:,82.42.184.221,1,cpc11-live24-2-0-cust220.know.cable.virginm.net.,42.567
Tue Mar  1 12:35:24 2016,1456832124:,82.46.9.152,1,cpc87837-haye26-2-0-cust151.17-4.cable.virginm.net.,35.195
Tue Mar  1 22:23:17 2016,1456867397:,82.55.24.41,1,host41-24-dynamic.55-82-r.retail.telecomitalia.it.,31.505
Mon Feb 29 23:16:45 2016,1456784205:,82.57.27.61,1,host61-27-dynamic.57-82-r.retail.telecomitalia.it.,29.536
Mon Feb 29 22:48:32 2016,1456782512:,82.76.110.213,1,82-76-110-213.rdsnet.ro.,27.884
Tue Mar  1 11:57:51 2016,1456829871:,82.77.181.177,1,-,9.351
Wed Mar  2 13:21:59 2016,1456921319:,82.79.217.31,1,-,16.3
Wed Mar  2 08:53:45 2016,1456905225:,82.97.225.111,1,-,47.651
Tue Mar  1 14:27:30 2016,1456838850:,83.101.4.128,1,ip-83-101-4-128.customer.schedom-europe.net.,14.364
Wed Mar  2 14:49:36 2016,1456926576:,83.11.171.77,1,acxn77.neoplus.adsl.tpnet.pl.,10.255
Wed Mar  2 11:53:32 2016,1456916012:,83.110.11.28,1,bba392712.alshamil.net.ae.,18.693
Wed Mar  2 12:06:50 2016,1456916810:,83.110.110.206,1,bba393144.alshamil.net.ae.,12.693
